the,18167
a,8943
and,8099
to,8050
of,7425
is,7081
it,5713
film,5500
in,5179
that,5177
this,3671
as,3588
for,2934
was,2750
with,2287
but,2230
be,2195
its,2121
he,1704
not,1632
by,1563
story,1562
about,1559
i,1519
are,1509
on,1501
his,1500
an,1446
one,1440
what,1402
have,1248
from,1124
you,1115
who,1114
all,1075
more,1050
at,1021
if,1007
has,1002
how,966
films,964
they,949
so,948
there,912
their,872
like,866
than,828
or,753
out,738
just,715
even,708
no,646
being,637
much,626
some,618
too,613
way,612
which,609
into,601
only,592
can,589
her,578
up,578
made,561
were,559
good,548
we,545
very,534
make,533
me,532
could,527
had,506
most,505
see,504
when,498
them,492
those,486
such,481
because,477
something,445
characters,443
she,441
do,432
director,430
would,419
will,413
him,406
also,404
though,403
get,399
many,396
might,388
movie,380
other,380
look,365
life,363
any,358
seems,355
time,351
does,348
seemed,348
should,344
work,335
these,329
been,327
makes,314
still,312
love,303
character,297
say,296
never,293
sense,291
through,290
really,288
part,288
without,282
scenes,278
didnt,278
where,277
people,277
comedy,275
enough,275
real,274
performance,272
better,265
did,261
best,260
seem,259
cant,258
think,256
scene,254
my,252
two,246
dont,243
great,242
doesnt,239
here,238
us,238
audience,237
making,236
know,234
over,234
things,233
off,232
point,230
going,229
seen,228
well,225
role,222
thing,221
world,220
both,218
anything,218
someone,218
done,217
feel,215
go,212
noir,211
while,208
acting,208
place,203
after,203
between,202
then,200
take,198
action,198
plot,195
first,192
bad,191
seeing,190
hollywood,190
come,186
little,182
times,181
kind,179
different,176
why,175
trying,175
script,174
since,174
right,172
tale,172
itself,170
down,169
long,169
always,169
ending,168
ones,168
found,166
dialogue,166
end,165
same,165
interesting,164
war,161
everything,161
funny,160
before,159
comes,159
becomes,159
nothing,157
give,157
thought,157
style,155
cast,153
show,153
find,152
message,151
looking,150
actors,149
own,148
shot,146
special,146
mood,146
used,146
showing,145
lot,144
each,144
man,144
your,142
rather,142
believe,141
few,141
wasnt,141
hard,141
couldnt,140
want,140
